57	Bad at golf? Join the club.	Wann gehen U-Boote unter? Am Tag der offenen Tür.
58	Can a kangaroo jump higher than the Empire State Building? Of course. The Empire State Building can't jump.	Warum darf das Neutron nicht in die Disco? Heute nur geladene Gäste!
59	Can February march? No, but April may.	Warum findet ein Henker nie den Rückweg? Weil der nur die Hinrichtung kennt.
60	Can I watch the TV? Yes, but don't turn it on.	Warum fliegen Störche im Winter in den Süden? - Weil Laufen zu lange dauern würde.
61	Dad, can you put my shoes on? I don't think they'll fit me.	Warum gibt es in Booten keinen Honig? Weil es auf Schiffen ka-bienen gibt.
62	Did you hear about the bread factory burning down? They say the business is toast.	Warum haben Fische Schuppen? Damit sie ihre Fahrräder unterstellen können.
63	Did you hear about the chameleon who couldn't change color? They had a reptile dysfunction.	Warum ist der Florist über seine Lieferung traurig? Sie ist eingegangen.
64	Did you hear about the cheese factory that exploded in France? There was nothing left but de Brie.	Warum können Seeräuber schlecht mit Kreisen Rechnen? Weil sie Pi-Raten!
65	Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.	Warum können Skelette so schlecht lügen? Die sind so einfach zu durchschauen.
66	Did you hear about the guy who invented Lifesavers? They say he made a mint.	Warum leben Haie im Salzwasser? Weil sie von Pfefferwasser niesen müssen.
67	Did you hear about the guy whose whole left side was cut off? He's all right now.	Warum sind bei IKEA Pfeile am Boden? Weil es ein Einrichtungshaus ist.
68	Did you hear about the kidnapping at school? It's ok, he woke up.	Warum sind Fußballer eine Gefahr im Straßenverkehr? Weil sie bei rot gehen müssen.
69	Did you hear about the Mexican train killer? He had loco motives	Warum steht die Freiheitsstatue in New York? Weil sie sich nicht setzen kann.
70	Did you hear about the new restaurant on the moon? The food is great, but there's just no atmosphere.	Warum summen Bienen? Weil sie den Text nicht kennen.
71	Did you hear about the runner who was criticized? He just took it in stride	Warum wachsen auf dem Mond keine Blumen? Zu wenig Erde.
72	Did you hear about the scientist who was lab partners with a pot of boiling water? He had a very esteemed colleague.	Was benutzt ein Bär als Eingabegerät? Eine Tatzatur.
73	Did you hear about the submarine industry? It really took a dive...	Was bestellt ein Maulwurf im Restaurant? - Ein Drei-Gänge-Menü.
74	Did you hear that David lost his ID in prague? Now we just have to call him Dav.	Was denken sich die Gletscher zum Klimawandel? Wir werden Seen.
75	"Did you hear that the police have a warrant out on a midget psychic ripping people off? It reads ""Small medium at large."""	Was erzählen sich holländische Süßspeisen am liebsten? Vla-chwitze.
76	Did you hear the joke about the wandering nun? She was a roman catholic.	Was erzählt Weizen sich gegenseitig beim Campen? Grieselgeschichten.
77	Did you hear the news? FedEx and UPS are merging. They're going to go by the name Fed-Up from now on.	Was essen Autos am liebsten? - Parkplätzchen.
78	Did you hear the one about the guy with the broken hearing aid? Neither did he.	Was essen Piraten am liebsten? - Kapern.
79	Did you know crocodiles could grow up to 15 feet? But most just have 4.	Was findet man beim Kannibalen in der Dusche? - Head and Shoulders.
80	What do ghosts call their true love? Their ghoul-friend	Was freut sich und stinkt? - Das Gefurztagskind.
81	Did you know that protons have mass? I didn't even know they were catholic.	Was für ein Gefühl hatte Mozart beim Komponieren? Einen Haydn-Spaß.
82	Did you know you should always take an extra pair of pants golfing? Just in case you get a hole in one.	Was gibt es bei Olympia- Teilnehmern zum Nachtisch? - Fackelpudding!
83	Do I enjoy making courthouse puns? Guilty	Was hat acht Arme und fliegt durchs Weltall? Eine Krakete.
84	Do you know where you can get chicken broth in bulk? The stock market.	Was hat acht Beine und schummelt? Eine Mogelspinne.
85	Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree.	Was hat ein Mann, der im Dreieck läuft? Kreislaufprobleme.
86	Ever wondered why bees hum? It's because they don't know the words.	Was hat einen Beutel und schießt? Ein Penguruh.
87	Have you ever heard of a music group called Cellophane? They mostly wrap.	Was hat Haare und wird gebraten? Bartkartoffeln.
88	Have you heard of the band 1023MB? They haven't got a gig yet.	Was hoppelt über die Wiese und raucht aus den Ohren? Ein Kaminchen.
89	Have you heard the rumor going around about butter? Never mind, I shouldn't spread it.	Was isst eine Sadomaso Frau vor Weihnachten? Domina-Steine.
90	How are false teeth like stars? They come out at night!	Was isst Familie Biber zu abend? Tischstäbchen.
91	How can you tell a vampire has a cold? They start coffin.	Was ist braun und hilft dir, wenn du traurig bist? Ein Trost-brot.
92	How come a man driving a train got struck by lightning? He was a good conductor.	Was ist braun und hängt mit nem Warndreieck im Baum? Ein Pannenzapfen.
93	How come the stadium got hot after the game? Because all of the fans left.	Was ist braun und schwimmt unter Wasser? Ein U-Brot.
94	How did Darth Vader know what Luke was getting for Christmas? He felt his presents.	Was ist braun, kann fliegen und macht Kindern die Zähne kaputt? - Die Toffi-Fee!
95	How did the hipster burn the roof of his mouth? He ate the pizza before it was cool.	Was ist braun, lebt im Nil und schmeckt lecker? Ein Schokodil.
96	How do hens stay fit? They always egg-cercise!	Was ist braun, lecker und gesund? Schogolade.
97	How do locomotives know where they're going? Lots of training	Was ist bunt und will dringend aus dem Zimmer raus? Ein Fluchtsalat.
98	How do the trees get on the internet? They log on.	Was ist bunt, leuchtet und kann nicht schwimmen? ein Bagger mit Lichterkette.
99	How do you find Will Smith in the snow?  Look for fresh prints.	Was ist bunt, süß und ein bisschen einfach gestrickt? Ein Dummibärchen.
100	How do you fix a broken pizza? With tomato paste.	Was ist das Gegenteil von Japan? Neinpan.
101	How do you fix a damaged jack-o-lantern? You use a pumpkin patch.	Was ist das Wichtigste an den Elefanten? Das zweite E, sonst wären es nur 11 Anten. (bayerisch vorgelesen)
102	How do you get a baby alien to sleep?  You rocket.	Was ist der unförmigste Seevogel von Nordfriesland? Die Amöve.
103	How do you get two whales in a car? Start in England and drive West.	"Was ist die größte Anerkennung unter Aquarellisten? ""Verläuft bei Dir!"""
104	How do you know if there's an elephant under your bed? Your head hits the ceiling!	Was ist durchsichtig, stinkt und ignorant? Ein Schnurz.
105	How do you make a hankie dance? Put a little boogie in it.	Was ist ein Cowboy ohne Pferd? Ein Sattelschlepper.
106	How do you make holy water? You boil the hell out of it.	Was ist ein Keks unter einem Baum? Ein schattiges Plätzchen.
107	How do you organize a space party? You planet.	Was ist ein nackter Ritter? Ent-rüstet!
108	How do you steal a coat? You jacket.	Was ist eine Glühbirne, die schockiert zu Boden fällt? Fassungslos!
109	How do you tell the difference between a crocodile and an alligator? You will see one later and one in a while.	Was ist eine Kastanie hinter Gittern? Eine Knastanie.
110	How does a dyslexic poet write? Inverse.	Was ist gelb und flattert im Wind? Eine Fahnane.
111	How does a French skeleton say hello? Bone-jour.	Was ist gelb und hüpft durch den Wald? Ein Postfrosch.
112	How does a penguin build it's house? Igloos it together.	Was ist gelb und kann nicht schwimmen? Ein Bagger. Und warum? Weil er nur einen Arm hat.
113	How does a scientist freshen their breath? With experi-mints!	Was ist gelb und läuft den Baum hoch? Ein Posthörnchen.
114	How does the moon cut his hair? Eclipse it.	Was ist gelb und schießt? Eine Banone.
115	How many apples grow on a tree? All of them!	Was ist gelb und schwimmt über'n See? Eine Schwanane.
116	How many bones are in the human hand? A handful of them.	Was ist gelb und steht am Fenster? - Eine Spannanas.
117	How many hipsters does it take to change a lightbulb? Oh, it's a really obscure number. You've probably never heard of it.	Was ist gesund, kräftig und spielt den beleidigten? Das andere Schmollkornbrot.
118	How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!	Was ist groß, braun und schreibt undeutlich? Ein Kritz-li-bär.
119	How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?	Was ist groß, grau und interessiert niemanden? Ein Irrelephant.
120	How many seconds are in a year? 12. January 2nd, February 2nd, March 2nd, April 2nd.... etc	Was ist groß, grau und ruft gleich an? Ein Telefant.
121	How many South Americans does it take to change a lightbulb? A Brazilian	Was ist grün und fliegt durchs Weltall? Ein Salatelit.
122	How many tickles does it take to tickle an octopus? Ten-tickles!	Was ist grün und fährt Pandabären zur Arbeit? Ein Bam-bus.
123	How much does a hipster weigh? An instagram.	Was ist grün und gewinnt jedes Rennen? Ein Schnellerie.
124	How was the snow globe feeling after the storm? A little shaken.	Was ist grün und hüpft durch den Wald? Ein Rudel Gurken.
125	Is the pool safe for diving? It deep ends.	Was ist grün und liegt im Sarg? Eine Sterbse.
126	Is there a hole in your shoe? No Then how'd you get your foot in it?	Was ist grün und macht die Toilette sauber? Ein Klokodil.
127	What did the spaghetti say to the other spaghetti? Pasta la vista, baby!	Was ist grün und schnarcht am Wegesrand? Eine Pennnessel.
128	What's 50 Cent's name in Zimbabwe? 200 Dollars.	Was ist grün und sitzt auf dem Klo? Der Kacktus.
129	Want to hear a chimney joke? Got stacks of em! First one's on the house	Was ist grün und tut weh, wenn man es ins Auge kriegt? Ein Billardtisch.
130	Want to hear a joke about construction? Nah, I'm still working on it.	Was ist grün und will dringend ins Zimmer? Ein Klopfsalat.
131	Want to hear my pizza joke? Never mind, it's too cheesy.	Was ist grün, blind und kann singen? Kiwi Wonder.
132	What animal is always at a game of cricket? A bat.	Was ist grün, hängt an der Türklinke und guckt durchs Schlüsselloch? Ein Spionat.
133	What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.	Was ist grün, sauer und versteckt sich vor der Polizei? Ein Essig-Schurke.
134	What biscuit does a short person like? Shortbread.	Was ist grün, schlau und stellt viele Fragen? - Günther Lauch.
135	What cheese can never be yours? Nacho cheese.	Was ist grün, sitzt auf einem Baum und wenn es runterfällt bist Du verletzt? Ein Billiardtisch.
136	What creature is smarter than a talking parrot? A spelling bee.	Was ist grün, springt durchs Gras und ist super happy? Eine Freuschrecke.
137	What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all.	Was ist heiß und flauschig? Eine Fellkartoffel.
138	What did Michael Jackson name his denim store?    Billy Jeans!	Was ist klein und schwarz und dreht sich auf der Wiese? Ein Maulwurf beim Hammerwerfen.
139	What did one nut say as he chased another nut?  I'm a cashew!	Was ist klein, glitschig und immer schlecht gelaunt? Eine Maul quappe.
140	What did one plate say to the other plate? Dinner is on me!	Was ist langsam, wird steinalt und macht einen Riesenlärm? Eine Schildtröte.
141	What did one snowman say to the other snow man? Do you smell carrot?	Was ist lila und bedient im Restaurant? Eine Obergine.
142	What did one wall say to the other wall? I'll meet you at the corner!	Was ist lässig und hat einen Euter? Eine Kuhl.
143	What did Romans use to cut pizza before the rolling cutter was invented? Lil Caesars	Was ist orange und kann nicht still sitzen? Eine Zappelsine.
144	What did the 0 say to the 8? Nice belt.	Was ist orange und läuft durch die Berge? Eine Wandarine.
145	What did the beaver say to the tree? It's been nice gnawing you.	Was ist rot und schlecht für die Zähne? Ein Ziegelstein.
146	What did the big flower say to the littler flower? Hi, bud!	Was ist rot und steht im Wald? Ein Kirsch.
147	What did the Buffalo say to his little boy when he dropped him off at school? Bison.	Was ist rot und wiehert? Eine Pferdbeere.
148	What did the digital clock say to the grandfather clock? Look, no hands!	Was ist rot, rund und sitzt auf dem Klo? Eine Klomate.
149	What did the dog say to the two trees? Bark bark.	Was ist schwarz, rot und lebt in der Arktis? Ein Pinguin mit Sonnenbrand.
150	What did the Dorito farmer say to the other Dorito farmer? Cool Ranch!	Was ist schwarz-weiß und explodiert? Ein Sprenguin.
151	What did the fish say when it swam into a wall? Damn!	Was ist schwarz-weiß und hüpft auf und ab? Ein Springuin.
152	What did the grape do when he got stepped on? He let out a little wine.	Was ist schwarz-weiß und sitzt auf der Schaukel? Ein Schwinguin.
153	What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?	Was ist süß und schwingt sich von Torte zu Torte? Tarzipan.
154	What did the late tomato say to the early tomato? I'll ketch up	Was ist süß, klebrig und geht durch die Wüste? Ein Karamel.
155	What did the left eye say to the right eye? Between us, something smells!	Was ist unter der Erde und stinkt? Eine Furzel.
156	What did the mountain climber name his son? Cliff.	Was ist weiß und fliegt durch den Wald? Biene Mayo.
157	What did the ocean say to the beach? Thanks for all the sediment.	Was ist weiß und guckt durchs Schlüsselloch? - Ein Spannbettlaken.
158	What did the ocean say to the shore? Nothing, it just waved.	Was ist weiß und rennt den Berg wieder hoch? Eine Lawine mit Heimweh.
159	Why don't you find hippopotamuses hiding in trees? They're really good at it.	Was ist weiß und schnarcht auf der Wiese? Ein Schlaf.
160	What did the pirate say on his 80th birthday? Aye Matey!	Was ist weiß und springt von Baum zu Baum? Ein Tierarzt bei der Zeckenimpfung.
161	What did the Red light say to the Green light? Don't look at me I'm changing!	Was ist weiß und stört beim Essen? Eine Lawine.
162	What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer.	Was ist weiß und tanz im Wald ums Feuer? Rumpelpilzchen.
163	What did the shy pebble wish for? That she was a little boulder.	Was ist wohlhabend und springt von Ast zu Ast? Ein Scheichhörnchen.
164	What did the traffic light say to the car as it passed? Don't look I'm changing!	Was kauft ein Mann mit zwei linken Füßen im Schuhgeschäft? Flip Flips.
165	What did the Zen Buddist say to the hotdog vendor? Make me one with everything.	Was kommt aufs Brot und schmeckt nach Kleister? Kleberwurst.
166	What do birds give out on Halloween? Tweets.	Was lebt in der Savanne und ist immer sauber? Eine Hygiäne.
167	What do I look like? A JOKE MACHINE!?	Was liegt am Strand und kann man nicht gut verstehen und ist auch noch erkältet? Eine Niesnuschel.
168	What do prisoners use to call each other? Cell phones.	Was liegt am Strand und kann man nicht gut verstehen? Eine Nuschel.
169	What do vegetarian zombies eat? Grrrrrainnnnnssss.	Was machen PiratInnen, wenn Sie nicht mehr weiterwissen? Einen Arrrrrrrbeitskreis.
170	What do you call a bear with no teeth? A gummy bear!	Was machen Tiere in der Disko? Sie diskotieren.
171	What do you call a bee that lives in America? A USB.	Was machen zwei Bäume, wenn sie einen trinken wollen? Sie gehen in ihre Stammkneipe.
172	What do you call a boomerang that won't come back? A stick.	Was machen zwei wütende Schafe? Sie bekommen sich in die Wolle.
173	What do you call a careful wolf? Aware wolf.	Was macht der Mathematiker beim Skifahren? Er rechnet mit Brüchen.
174	What do you call a cow on a trampoline? A milk shake!	Was macht ein arbeitsloser Schauspieler? Spielt keine Rolle.
175	What do you call a cow with no legs? Ground beef.	Was macht ein Clown im Büro? Faxen.
176	What do you call a cow with two legs? Lean beef.	Was macht ein schwuler Wurm im Salat? - Er schmeißt die Schnecken raus.
177	What do you call a crowd of chess players bragging about their wins in a hotel lobby? Chess nuts boasting in an open foyer.	Was macht eine Bombe im Bordell? - Puff.
178	What do you call a dad that has fallen through the ice? A Popsicle.	Was macht eine Bombe im Treppenhaus? Hochgehen.
179	What do you call a dictionary on drugs? High definition.	Was macht eine Ente auf dem Router? Nat.
180	what do you call a dog that can do magic tricks? a labracadabrador	Was macht man mit einem Hund ohne Beine? Um die Häuser ziehen.
181	What do you call a droid that takes the long way around? R2 detour.	Was passiert wenn man Cola und Bier gleichzeitig trinkt? - Man colabiert.
182	What do you call a duck that gets all A's? A wise quacker.	Was piekst und fliest das Bad? Ein Kachelschwein.
183	What do you call a fake noodle? An impasta.	Was sagt der frustrierte Origami-Lehrer zu seinem Schüler? Kannste knicken!
184	What do you call a fashionable lawn statue with an excellent sense of rhythmn? A metro-gnome	Was sagt der Fuchs im Hühnerstall? Raus aus den Federn!
185	What do you call a fat psychic? A four-chin teller.	Was sagt der große Stift zum kleinen Stift? Wachs-mal-Stift.
186	What do you call a fly without wings? A walk.	Was sagt der Holzwurmpapa abends zu seinen Kindern? Husch, husch ab ins Brettchen.
187	What do you call a girl between two posts? Annette.	Was sagt der Teig bei der Hochzeit? Ich bin ganz gerührt!
188	What do you call a group of disorganized cats? A cat-tastrophe.	Was sagt ein Ackerbesteller bei gutem Wetter? Das Land-wird.
189	What do you call a group of killer whales playing instruments? An Orca-stra.	Was sagt ein Gen, wenn es ein anderes trifft? - Halogen.
190	What do you call a monkey in a mine field? A babooooom!	Was sagt ein Pirat im Pferdestall? A, Heu.
191	What do you call a nervous javelin thrower? Shakespeare.	Was schwimmt auf dem Teich und fängt mit Z an? Zwei Enten.
192	What do you call a pig that knows karate? A pork chop!	Was schwimmt im Meer und addiert? Ein Oktoplus.
193	What do you call a pig with three eyes? Piiig	Was sind die teuersten Tomaten? Die Geldautomaten.
194	What do you call a pile of cats?  A Meowtain.	Was sitzt am Frühstückstisch und winkt? Ein Grüsli.
195	What do you call a sheep with no legs? A cloud.	"Was sitzt auf dem Baum und schreit ""Aha!"" - Ein Uhu mit Sprachfehler."
196	What do you call a troublesome Canadian high schooler? A poutine.	Was sitzt auf dem Turm und macht alle 15 Minuten Schuhu? Der Turmuhur.
197	What do you call an alligator in a vest? An in-vest-igator!	Was sitzt auf einem Baum und winkt? - Ein Huhu!
198	What do you call an Argentinian with a rubber toe? Roberto	Was sitzt ganz hinten im Brotkasten und ist beleidigt? Ein Schmollkornbrot.
199	What do you call an eagle who can play the piano? Talonted!	Was sitzt im Baum und weint? Eine Heule!
200	What do you call an elephant that doesn't matter? An irrelephant.	Was steht auf dem Herd und ist total geheim? Ein Topf Secret!
201	What do you call an old snowman? Water.	Was steht Weihnachten im Wohnzimmer und ist kaputt? Ein Pannenbaum.
202	What do you call cheese by itself? Provolone.	Was studiert man für einen Führerschein? Fahr-ma-kologie.
203	What do you call corn that joins the army? Kernel.	Was wird oft übersehen? Ein Gartenzaun.
204	What do you call someone with no nose? Nobody knows.	Welche Fische haben die beste Mundhygiene? Die Zahnprophylachse.
205	What do you call two barracuda fish?  A Pairacuda!	Welche Handwerker essen am meisten? Maurer, die verputzen ganze Häuser.
206	What do you do on a remote island? Try and find the TV island it belongs to.	Welche Schuhe tragen Raubfische sehr gern? Hai-Heels.
207	What do you do when you see a space man? Park your car, man.	Welche Weinsorte wächst am Fuße des Vesuvs? Glühwein.
208	What do you get hanging from Apple trees? Sore arms.	Welcher Fisch nervt im Unterricht? Na der Stör!
209	What do you get when you cross a bee and a sheep? A bah-humbug.	Welches Getränk trinken Firmenchefs? - Leitungswasser.
210	What do you get when you cross a chicken with a skunk? A fowl smell!	Welches ist die lustigste Automarke? - Scherzedes.
211	What do you get when you cross a rabbit with a water hose? Hare spray.	Welches Maultier sitzt in der Bar und trink Cappuccino? Das Cafémel.
212	What do you get when you cross a snowman with a vampire? Frostbite.	Welches Obst geht immer in die Kirche? Die Frommbeere.
213	What do you give a sick lemon? Lemonaid.	Welches Tier kümmert sich um Meeresbewohner, denen es nicht gut geht? Die Krakenschwester.
214	What does a clock do when it's hungry? It goes back four seconds!	Wenn ein südamerikanisches Kameltier betrunken ist ... ist das dann ein Alkpaka?
215	What does a female snake use for support? A co-Bra!	Wenn Nicolas Wöhrl sich ein Brötchen schmiert ... ist es dann wissenschaftlich belegt?
216	What does a pirate pay for his corn? A buccaneer!	Wer ist bunt, flattert durch die Luft und hilft wo er nur kann? Ein Retterling.
217	What does an angry pepper do? It gets jalapeño face.	Wer ist grün, kann zaubern und riecht streng? Stinkerbell.
218	What happens to a frog's car when it breaks down? It gets toad.	Wer kümmert sich um die Gräten der Meeresbewohner? Der Oktopäde.
219	What happens when you anger a brain surgeon? They will give you a piece of your mind.	Wer mit Nüssen zahlt, darf sich nicht wundern, wenn Affen für ihn arbeiten.
220	What has ears but cannot hear? A field of corn.	Wer wohnt im Dschungel und schummelt? Mogli.
221	What is a centipedes's favorite Beatle song?  I want to hold your hand, hand, hand, hand...	Wie begrüßen sich Schönheitschirurgen? Na was machst Du denn für ein Gesicht?
222	What is a tornado's favorite game to play? Twister!	Wie berechnet eine Kuh die Fläche ihrer Weide? -- Mit der Muhtiplikation.
223	What is a vampire's favorite fruit? A blood orange.	Wie heißt das intelligenteste Gemüse? - Schlaubergine.
224	What is a witch's favorite subject in school? Spelling!	Wie heißt ein Spanier ohne Auto? Carlos.
225	What is red and smells like blue paint? Red paint!	Wie kastriert man einen Kühlschrank? Tür auf, Eier raus, Tür zu.
226	What is the difference between ignorance and apathy? I don't know and I don't care.	Wie nennt man das Küchengerät dass dir heimlich die Süßigkeiten wegisst? Die Spülnaschine.
227	What is the hardest part about sky diving? The ground.	Wie nennt man das Oberteil von Meerjungfrauen? Algebra.
